MSZoning,GrLivArea,Utilities,OverallQual,YearBuilt,TotalBsmtSF,Heating,HeatingQC,CentralAir,FullBath,BedroomAbvGr,KitchenAbvGr,GarageCars,PoolArea,SalePrice
RL,1795,AllPub,8,2006,1795,GasA,Ex,Y,2,2,1,3,0,147000
RM,796,AllPub,4,1922,796,GasA,Fa,N,1,2,1,0,0,55000
RH,774,AllPub,3,1931,544,GasA,,Y,1,3,1,0,0,79000
RL,816,AllPub,5,1982,816,GasA,Ex,Y,1,3,1,1,0,130500
RM,2792,AllPub,6,1920,1510,GasW,Ex,Y,2,5,1,2,0,256000
RL,1632,AllPub,7,1998,935,GasA,Gd,Y,2,3,1,2,0,176500
RL,1588,AllPub,8,2006,1588,GasA,Ex,Y,2,3,1,3,0,227000
RL,954,AllPub,5,1976,911,GasA,Gd,Y,1,3,1,2,0,132500
RL,816,AllPub,4,1938,816,GasA,Ex,Y,1,2,1,1,0,100000
RM,1360,AllPub,5,1938,803,GasA,Ex,Y,1,2,1,1,0,125500
RM,1365,AllPub,5,1970,765,GasA,TA,Y,1,3,1,2,0,125000
RL,1334,AllPub,6,1977,1350,GasA,TA,Y,2,2,1,2,0,167900
RL,1656,AllPub,5,1973,1656,GasA,TA,Y,2,4,2,2,0,135000
RM,693,AllPub,4,1941,693,Grav,Fa,N,1,2,1,0,0,52500
RL,1861,AllPub,7,2002,916,GasA,Ex,Y,2,3,1,2,0,200000
RL,864,AllPub,5,1972,864,GasA,Ex,Y,1,3,1,1,0,128500
RL,872,AllPub,4,1971,858,GasA,TA,Y,1,3,1,4,0,123000
RL,1114,AllPub,6,2003,1114,GasA,Ex,Y,1,3,1,2,0,155000
RL,2169,AllPub,8,2002,1284,GasA,Ex,Y,2,3,1,2,0,228500
RL,1913,AllPub,6,1928,896,GasA,Gd,Y,1,3,1,2,0,177000
RL,1456,AllPub,7,2006,728,GasA,Ex,Y,2,3,1,2,0,155835
RM,960,AllPub,4,1920,960,GasA,Gd,Y,1,2,1,1,0,108500
RL,2156,AllPub,7,1968,1568,GasA,TA,Y,2,3,1,2,0,262500
RL,1776,AllPub,8,2006,1732,GasA,Ex,Y,2,3,1,3,0,283463
RL,1494,AllPub,7,1998,1482,GasA,Ex,Y,2,3,1,2,0,215000
RM,2358,AllPub,8,1872,684,OthW,Fa,N,2,4,1,0,0,122000
RL,2634,AllPub,5,1969,1248,GasA,TA,Y,2,6,2,4,0,200000
RL,1716,AllPub,6,1962,858,GasA,Ex,Y,1,4,1,2,0,171000
RM,1176,AllPub,6,1937,698,GasA,TA,Y,1,2,1,2,0,134900
RL,3238,AllPub,8,1995,2033,GasA,Ex,Y,2,4,1,3,0,410000
RL,1865,AllPub,7,2000,992,GasA,Ex,Y,2,3,1,3,0,235000
RL,1920,AllPub,7,1968,570,GasA,Gd,Y,3,4,1,2,0,170000
RL,892,AllPub,5,1966,864,GasA,TA,Y,1,3,1,1,0,110000
RL,1078,AllPub,5,1971,1078,GasA,Ex,Y,1,3,1,2,0,149900
FV,1573,AllPub,6,2000,756,GasA,Ex,Y,2,3,1,2,0,177500
RL,1980,AllPub,9,2004,1980,GasA,Ex,Y,2,3,1,3,0,315000
RL,2601,AllPub,5,1921,612,GasA,,Y,3,4,1,2,0,189000
RL,1530,AllPub,7,2005,1530,GasA,Ex,Y,2,3,1,2,0,260000
RL,1738,AllPub,4,1920,715,GasA,Gd,Y,2,4,1,1,0,104900
RL,1412,AllPub,6,2006,616,GasA,Ex,Y,2,3,1,2,0,156932
FV,1200,AllPub,7,2005,600,GasA,Ex,Y,2,2,1,2,0,144152
FV,1674,AllPub,7,2000,814,GasA,Ex,Y,2,3,1,2,0,216000
RL,1790,AllPub,7,1999,873,GasA,Ex,Y,2,3,1,2,0,193000
RM,1475,AllPub,5,1977,757,GasA,Ex,Y,2,4,1,1,0,127000
RM,848,AllPub,6,2003,848,GasA,,Y,1,1,1,2,0,144000
RL,1668,AllPub,8,2003,1657,GasA,Ex,Y,2,3,1,2,0,232000
RL,1374,AllPub,4,1920,840,GasA,Ex,Y,1,2,1,1,0,105000
RL,1661,AllPub,6,1955,992,GasA,Gd,Y,1,3,1,1,0,165500
RL,2097,AllPub,7,1998,1108,GasA,Ex,Y,2,3,1,2,0,274300
RL,2633,AllPub,10,2001,2633,GasA,Ex,Y,2,2,1,3,0,466500
FV,1958,AllPub,7,2005,1026,GasA,Ex,Y,2,3,1,3,0,250000
RL,1571,AllPub,8,2007,1571,GasA,Ex,Y,2,3,1,3,0,239000
RL,790,AllPub,6,1930,768,GasA,,N,1,2,1,1,0,91000
RL,1604,AllPub,5,1941,984,GasA,Ex,Y,2,3,1,2,0,117000
RM,987,AllPub,6,1973,483,GasA,TA,Y,1,2,1,1,0,83000
RL,1394,AllPub,5,2006,384,GasA,Gd,Y,2,3,1,2,0,167500
RL,864,AllPub,3,1914,864,GasA,TA,N,1,2,1,1,0,58500
RL,2117,AllPub,6,1970,1205,GasA,Ex,Y,2,4,1,2,0,237500
RM,1762,AllPub,7,1920,596,GasA,Ex,Y,1,4,1,2,0,157000
RL,1416,AllPub,5,1918,816,GasA,Ex,Y,2,3,1,2,0,112000
RL,1258,AllPub,6,1939,560,GasA,TA,Y,1,2,1,1,0,105000
RM,1154,AllPub,4,1922,796,GasA,Gd,Y,1,3,1,1,0,125500
RL,2784,AllPub,7,1978,1392,GasA,TA,Y,3,5,1,2,519,250000
RM,2526,AllPub,6,1916,714,GasW,TA,N,2,5,1,1,0,136000
RL,1746,AllPub,9,2006,1746,GasA,Ex,Y,2,3,1,3,0,377500
RM,1218,AllPub,6,1941,735,GasA,Ex,Y,1,3,1,2,0,131000
RL,1525,AllPub,7,2000,1525,GasA,Ex,Y,2,3,1,2,0,235000
RL,1584,AllPub,5,1967,1584,GasA,TA,Y,2,4,2,3,0,124000
RL,900,AllPub,5,1967,864,GasA,TA,Y,1,3,1,1,0,123000
RM,1912,AllPub,6,1905,482,GasA,Ex,N,2,3,2,2,0,163000
RL,1500,AllPub,7,2006,1356,GasA,Ex,Y,2,2,1,3,0,246578
RL,2482,AllPub,8,2005,1094,GasA,Ex,Y,2,4,1,3,0,281213
RL,1687,AllPub,5,1948,747,GasA,TA,Y,1,3,1,2,0,160000
RM,1513,AllPub,5,1920,939,GasA,Ex,Y,1,4,1,1,0,137500
RL,1904,AllPub,5,1950,1208,GasA,Gd,Y,1,3,1,1,0,138000
RL,1608,AllPub,6,1925,976,GasA,Ex,Y,2,3,1,1,0,137450
RM,1158,AllPub,6,1929,862,GasA,TA,Y,1,3,1,1,0,120000
RL,1593,AllPub,6,2004,839,GasA,Ex,Y,2,3,1,2,0,193000
RL,1294,AllPub,7,2006,1286,GasA,Ex,Y,2,2,1,2,0,193879
RL,1464,AllPub,8,2007,1485,GasA,Ex,Y,2,3,1,3,0,282922
RL,1214,AllPub,3,1915,672,GasA,TA,Y,1,3,1,3,0,105000
RM,1646,AllPub,8,2004,1594,GasA,Ex,Y,2,2,1,2,0,275000
RL,768,AllPub,5,1972,768,GasA,TA,Y,1,2,1,2,0,133000
RL,833,AllPub,5,1985,833,GasA,Ex,Y,1,3,1,0,0,112000
RM,1363,AllPub,4,1910,622,GasA,Gd,Y,1,3,1,2,0,125500
RL,2093,AllPub,7,1986,791,GasA,Gd,Y,2,3,1,2,0,215000
RL,1840,AllPub,7,2001,944,GasA,Ex,Y,2,3,1,2,0,230000
RL,1668,AllPub,6,1950,856,GasA,Ex,Y,1,3,1,1,0,140000
RL,1040,AllPub,4,1949,0,Wall,Fa,N,2,2,2,2,0,90000
RL,1844,AllPub,8,2005,1844,GasA,Ex,Y,2,2,1,2,0,257000
RL,1848,AllPub,6,1923,833,GasA,,Y,1,4,1,2,0,207000
RL,1569,AllPub,7,2007,1386,GasA,Ex,Y,2,1,1,3,0,175900
RM,2290,AllPub,4,1885,777,GasA,Gd,Y,2,4,2,2,0,122500
RL,2450,AllPub,8,1998,1284,GasA,Ex,Y,2,3,1,3,0,340000
RL,1144,AllPub,5,1963,1144,GasA,TA,Y,1,3,1,1,0,124000
RL,1844,AllPub,6,1969,1844,GasA,Gd,Y,2,3,1,2,0,223000
RL,1416,AllPub,6,1968,708,GasA,Gd,Y,2,3,1,2,0,179900
RL,1069,AllPub,6,1977,1069,GasA,TA,Y,2,2,1,2,0,127500
RM,848,AllPub,6,2003,848,GasA,Ex,Y,1,1,1,2,0,136500
RL,2201,AllPub,6,1966,697,GasA,TA,Y,2,4,1,2,738,274970
RL,1344,AllPub,5,1958,1024,GasA,TA,Y,1,2,1,1,0,144000
RL,1252,AllPub,6,1959, ,GasA,Ex,Y,1,3,1,2,0,142000
RL,2127,AllPub,7,1994, ,GasA,Ex,Y,2,3,1,2,0,271000
RL,1558,AllPub,5,1945,913,GasA,TA,Y,1,3,1,1,0,140000
RM,804,AllPub,5,1940,788,GasA,TA,Y,1,2,1,1,0,119000
RL,1440,AllPub,6,1981,1440,GasA,Ex,Y,2,3,1,2,0,182900
RL,1838,AllPub,5,2005,732,GasA,Ex,Y,2,4,1,2,0,192140
RL,958,AllPub,6,1976,958,GasA,TA,Y,2,2,1,2,0,143750
RL,968,AllPub,4,1927,656,GasA,TA,Y,2,4,1,1,0,64500
RL,1792,AllPub,6,2000,936,GasA,Ex,Y,2,3,1,2,0,186500
RL,1126,AllPub,5,1977,1126,GasA,Fa,Y,2,3,1,2,0,160000
RL,1537,AllPub,6,1962,1319,GasA,TA,Y,1,3,1,2,0,174000
RL,864,AllPub,4,1971,864,GasA,TA,Y,1,3,1,2,0,120500
RL,1932,AllPub,8,2008,1932,GasA,Ex,Y,2,2,1,3,0,394617
RM,1236,AllPub,6,1957,912,GasA,TA,Y,1,2,1,2,0,149700
RL,1725,AllPub,7,1979,539,GasA,TA,Y,2,3,1,2,0,197000
RL,2555,AllPub,6,1922,588,GasA,Fa,Y,2,3,1,2,0,191000
RM,848,AllPub,6,2004,848,GasA,Ex,Y,1,1,1,2,0,149300
FV,2007,AllPub,10,2008,1017,GasA,Ex,Y,2,3,1,3,0,310000
RL,952,AllPub,6,1916,952,Grav,Fa,N,1,2,1,1,0,121000
RL,1422,AllPub,7,2004,1422,GasA,Ex,Y,2,3,1,2,0,179600
RL,913,AllPub,6,1966,814,GasA,Gd,Y,1,3,1,1,0,129000
RL,1188,AllPub,5,1962,1188,GasA,TA,Y,1,3,1,1,0,157900
RL,2090,AllPub,8,1995,1220,GasA,Ex,Y,2,3,1,2,0,240000
RL,1346,AllPub,4,1910,560,GasA,Gd,N,1,2,1,1,0,112000
RM,630,AllPub,5,1970,630,GasA,Ex,Y,1,1,1,0,0,92000
RL,1792,AllPub,5,1974,896,GasA,TA,Y,2,4,2,0,0,136000
RL,1578,AllPub,8,2008,1573,GasA,Ex,Y,2,3,1,3,0,287090
RM,1072,AllPub,5,2005,547,GasA,Gd,Y,1,2,1,2,0,145000
RL,1140,AllPub,5,2006,1140,GasA,Ex,Y,1,3,1,0,0,84500
FV,1221,AllPub,7,2004,1221,GasA,Ex,Y,2,2,1,2,0,185000
RL,1647,AllPub,6,1999,953,GasA,Ex,Y,2,3,1,2,0,175000
RL,2073,AllPub,6,1978,1542,GasA,TA,Y,2,3,1,2,0,210000
RL,2340,AllPub,7,1941,1152,GasA,Ex,Y,2,4,1,1,0,266500
RL,1078,AllPub,5,1950,1078,GasA,Gd,Y,1,2,1,1,0,142125
